article_id,article_desc
Article 92 Indian Constitution,Chairman Deputy chairman preside resolution removal office consideration ( 1 ) sit Council States  resolution removal Vice President office consideration  Chairman  resolution removal Deputy Chairman office consideration  Deputy Chairman  shall not  though present  preside  provision clause ( 2 ) article 91 shall apply relation every sitting apply relation sitting chairman  or  case may be  Deputy Chairman  absent ( 2 ) Chairman shall right speak in  otherwise take part proceeding of  Council States resolution removal Vice President office consideration Council  but  notwithstanding anything Article 100  shall entitle vote resolution matter proceeding
Article 93 Indian Constitution,Speaker Deputy Speaker House People House People shall  soon may be  choose two member House respectively Speaker Deputy Speaker thereof and  often office Speaker Deputy Speaker become vacant  House shall choose another member Speaker Deputy Speaker  case may
Article 94 Indian Constitution,vacation resignation of  removal from  office Speaker Deputy Speaker member hold office Speaker Deputy Speaker House People ( a ) shall vacate office cease member House People  ( b ) may time  write hand address  member Speaker  Deputy Speaker  member Deputy Speaker  Speaker  resign office  ( c ) may remove office resolution House People pass majority member House  provide resolution purpose clause ( c ) shall move unless least fourteen day notice give intention move resolution  provide that  whenever House People dissolve  Speaker shall vacate office immediately first meet House People dissolution
Article 95 Indian Constitution,power Deputy Speaker person perform duty office of  act as  Speaker ( 1 ) office Speaker vacant  duty office shall perform Deputy Speaker or  office Deputy Speaker also vacant  member House People President may appoint purpose ( 2 ) absence Speaker sit House People Deputy Speaker or  also absent  person may determined rule procedure House  or  person present  person may determined House  shall act Speaker
Article 96 Indian Constitution,Speaker Deputy Speaker preside resolution removal office consideration ( 1 ) sit House People  resolution removal Speaker office consideration  Speaker  resolution removal Deputy Speaker office consideration  Deputy Speaker  shall not  though present  preside  provision clause ( 2 ) article 95 shall apply relation every sitting apply relation sit Speaker  or  case may be  Deputy Speaker  absent ( 2 ) Speaker shall right speak in  otherwise take part proceeding of  House People resolution removal office consideration House shall  notwithstanding anything Article 100  entitle vote first instance resolution matter proceeding case equality vote
Article 97 Indian Constitution,salary allowance Chairman Deputy Chairman Speaker Deputy Speaker shall pay Chairman Deputy Chairman council States  Speaker Deputy Speaker House People  salary allowance may respectively fix Parliament law and  provision behalf make  salary allowance specify Second Schedule
Article 98 Indian Constitution,Secretariat Parliament ( 1 ) House Parliament shall separate secretariat staff  provide nothing clause shall construe prevent creation post common Houses Parliament ( 2 ) Parliament may law regulate recruitment  condition service person appoint  secretarial staff either House Parliament ( 3 ) provision make Parliament clause ( 2 )  President may  consultation Speaker House People chairman council States  case may be  make rule regulate recruitment  condition service person appoint  secretarial staff House People council States  rule make shall effect subject provision law make say clause Conduct Business
Article 99 Indian Constitution,oath affirmation member every member either House Parliament shall  take seat  make subscribe President  person appoint behalf he  oath affirmation accord form set purpose Third Schedule
Article 100 Indian Constitution,Voting Houses  power Houses act notwithstanding vacancy quorum ( 1 ) save otherwise provide Constitution  question sit either House joint sit Houses shall determine majority vote member present voting  Speaker person act Chairman Speaker Chairman Speaker  person act such  shall vote first instance  shall exercise cast vote case equality vote ( 2 ) either House Parliament shall power act notwithstanding vacancy membership thereof  proceeding Parliament shall valid notwithstanding discover subsequently person entitle sit vote otherwise take part proceeding ( 3 ) Parliament law otherwise provide  quorum constitute meeting either House Parliament shall one tenth total number member House ( 4 ) time meet House quorum  shall duty chairman Speaker  person act such  either adjourn House suspend meeting quorum
Article 101 Indian Constitution,vacation seat ( 1 ) person shall member Houses Parliament provision shall make Parliament law vacation person choose member Houses seat one House ( 2 ) person shall member Parliament House Legislature State person choose member Parliament House Legislature State  then  expiration period may specify rule make President  person seat Parliament shall become vacant  unless previously resign seat Legislature State ( 3 ) member either House Parliament ( a ) become subject disqualification mention clause ( 1 ) clause ( 2 ) article 102  ( b ) resign seat writing hand address Chairman Speaker  may be  resignation accept chairman Speaker  case may be  seat shall thereupon become vacant  provide case resignation refer sub clause ( b )  information receive otherwise make inquiry think fit  chairman Speaker  case may be  satisfied resignation voluntary genuine  shall accept resignation ( 4 ) period sixty day member either House Parliament without permission House absent meeting thereof  House may declare seat vacant  provide computing say period sixty day account shall take period House prorogue adjourn four consecutive day
Article 102 Indian Constitution,disqualification membership ( 1 ) person shall disqualify choose as  be  member either House Parliament ( a ) hold office profit Government India Government State  office declare Parliament law disqualify holder  ( b ) unsound mind stand declare competent court  ( c ) undischarged insolvent  ( d ) citizen India  voluntarily acquire citizenship foreign State  acknowledgement allegiance adherence foreign State  ( e ) disqualify law make Parliament Explanation purpose clause person shall deem hold office profit Government India Government State reason Minister either Union State ( 2 ) person shall disqualify member either House Parliament disqualify tenth schedule
Article 103 Indian Constitution,decision question disqualification member ( 1 ) question arise whether member either House Parliament become subject disqualification mention clause ( 1 ) article 102  question shall refer decision President decision shall final ( 2 ) give decision question  President shall obtain opinion Election Commission shall act accord opinion
Article 104 Indian Constitution,penalty sit vote make oath affirmation article 99 qualified disqualify person sit vote member either House Parliament comply requirement Article 99  know qualified disqualify membership thereof  prohibit provision law make Parliament  shall liable respect day sit vote penalty five hundred rupee recover debt due Union Powers  Privileges Immunities Parliament member
Article 105 Indian Constitution,power  privilege  etc Houses Parliament member committee thereof ( 1 ) subject provision constitution rule standing order regulate procedure Parliament  shall freedom speech Parliament ( 2 ) member Parliament shall liable proceeding court respect anything say vote give Parliament committee thereof  person shall liable respect publication authority either House Parliament report  paper  vote proceeding ( 3 ) respect  power  privilege immunitie House Parliament  member committee House  shall may time time define Parliament law  and  define shall House member committee immediately come force Section 15 Constitution ( Forty fourth Amendment ) Act 1978 ( 4 ) provision clause ( 1 )  ( 2 ) ( 3 ) shall apply relation person virtue constitution right speak in  otherwise take part proceeding of  House Parliament committee thereof apply relation member Parliament
Article 106 Indian Constitution,salary allowance member member either House Parliament shall entitle receive salary allowance may time time determine Parliament law and  provision respect make  allowance rate upon condition immediately commencement Constitution applicable case member Constituent Assembly Dominion India Legislative Procedure
Article 107 Indian Constitution,provision introduction pass Bills ( 1 ) subject provision Articles 109 117 respect Money Bills financial Bills  Bill may originate either House Parliament ( 2 ) subject provision article 108 109  Bill shall deem pass Houses Parliament unless agree Houses  either without amendment amendment agree Houses ( 3 ) bill pende Parliament shall lapse reason prorogation Houses ( 4 ) Bill pende Council States pass House People shall lapse dissolution House People ( 5 ) bill pende House People  pass House People pende council States  shall subject provision article 108  lapse dissolution House People
Article 108 Indian Constitution,joint sit Houses certain case ( 1 ) Bill pass one House transmit House ( a ) Bill reject House  ( b ) house finally disagree amendment make Bill  ( c ) six month elapse date reception Bill House without Bill pass President may  unless Bill lapse reason dissolution House People  notify Houses message sit public notification sitting  intention summon meet joint sit purpose deliberate voting bill  provide nothing clause shall apply Money Bill ( 2 ) reckon period six month refer clause ( 1 )  account shall take period House refer sub clause ( c ) clause prorogue adjourn four consecutive day ( 3 ) President clause ( 1 ) notify intention summon house meet joint sitting  neither House shall proceed Bill  President may time date notification summon Houses meet joint sit purpose specify notification and  so  Houses shall meet accordingly ( 4 ) joint sit two Houses Bill  amendment  any  agree joint siting  pass majority total number member Houses present voting  shall deem purpose Constitution pass house  provide joint sitting ( a ) Bill  pass one House  pass House amendment return House originate  amendment shall propose Bill amendment ( if any ) make necessary delay passage bill  ( b ) Bill pass return  amendment aforesaid shall propose Bill amendment relevant matter respect Houses agree  decision person preside amendment admissible clause shall final ( 5 ) joint sitting may hold article Bill pass thereat  notwithstanding dissolution House People intervene since President notify intention summon Houses meet therein
Article 109 Indian Constitution,special procedure respect Money Bills ( 1 ) Money Bill shall introduce Council States ( 2 ) Money Bill pass House People shall transmit Council States recommendation Council States shall within period fourteen day date receipt Bill return Bill house People recommendation House People may thereupon either accept reject recommendation Council States ( 3 ) House People accept recommendation council States  Money Bill shall deem pass Houses amendment recommend council States accept House People ( 4 ) House People accept recommendation council States  Money Bill shall deem pass Houses form pass House People without amendment recommend Council States ( 5 ) Money Bill pass House People transmit council States recommendation return House People within say period fourteen day  shall deem pass Houses expiration say period form pass House People
Article 110 Indian Constitution,definition Money Bill ( 1 ) purpose chapter  Bill shall deemed Money Bill contain provision deal follow matter  namely ( a ) imposition  abolition  remission  alteration regulation tax  ( b ) regulation borrow money give guarantee Government India  amendment law respect financial obligation undertake undertaken Government India  ( c ) custody consolidated Fund Contingency Fund India  payment money withdrawal money Fund  ( d ) appropriation money consolidated Fund India  ( e ) declare expenditure expenditure charge Consolidated Fund India increase amount expenditure  ( f ) receipt money account Consolidated Fund India public account India custody issue money audit account Union State  ( g ) matter incidental matter specify sub clause ( a ) ( f ) ( 2 ) Bill shall deemed Money Bill reason provide imposition fine pecuniary penalty  demand payment fee licence fee service render  reason provide imposition  abolition  remission  alteration regulation tax local authority body local purpose ( 3 ) question arise whether Bill Money Bill not  decision Speaker House People thereon shall final ( 4 ) shall endorse every Money Bill transmit Council States Article 109  present President assent Article 111  certificate Speaker House People sign Money bill
Article 111 Indian Constitution,Assent Bills Bill pass Houses Parliament  shall present President  President shall declare either assent Bill  withhold assent therefrom provide President may  soon possible presentation Bill assent  return Bill Money Bill Houses message request reconsider Bill specify provision thereof and  particular  consider desirability introduce amendment may recommend message  Bill return  Houses shall reconsider Bill accordingly  Bill pass Houses without amendment present President assent  President shall withhold assent therefrom Procedures Financial Matters
Article 112 Indian Constitution,annual financial statement ( 1 ) President shall respect every financial year cause lay Houses Parliament statement estimate receipt expenditure Government India year  Part refer annual financial statement ( 2 ) estimate expenditure embody annual financial statement shall show separately ( a ) sum require meet expenditure describe Condition expenditure charge upon Consolidated Fund India  ( b ) sum require meet expenditure propose make Consolidated Fund India  shall distinguish expenditure revenue account expenditure ( 3 ) follow expenditure shall expenditure charge Consolidated Fund India ( a ) emolument allowance President expenditure relate office  ( b ) salary allowance Chairman Deputy Chairman Council States Speaker Deputy Speaker House People  ( c ) debt charge Government India liable include interest  sink fund charge redemption charge  expenditure relate raise loan service redemption debt  ( d ) ( i ) salary  allowance pension payable respect Judges Supreme Court  ( ii ) pension payable respect Judges Federal Court  ( iii ) pension payable respect Judges High Court exercise jurisdiction relation area include territory India time commencement Constitution exercise jurisdiction relation area include Governors Province Dominion India  ( e ) salary  allowance pension payable respect Comptroller Auditor General India  ( f ) sum require satisfy judgment  decree award court arbitral tribunal  ( g ) expenditure declare Constitution Parliament law charge
Article 113 Indian Constitution,Procedure Parliament respect estimate ( 1 ) much estimate relate expenditure charge upon Consolidated Fund India shall submit vote Parliament  nothing clause shall construe prevent discussion either House Parliament estimate ( 2 ) much say estimate relate expenditure shall submit form demand grant House People  House People shall power assent  refuse assent  demand  assent demand subject reduction amount specify therein ( 3 ) demand grant shall make except recommendation President
Article 114 Indian Constitution,Appropriation Bills ( 1 ) soon may grant article 113 make House People  shall introduce Bill provide appropriation Consolidated Fund India money require meet ( a ) grant make House People  ( b ) expenditure charge Consolidated fund India exceeding case amount show statement previously lay Parliament ( 2 ) amendment shall propose Bill either House Parliament effect vary amount alter destination grant make vary amount expenditure charge Consolidated Fund India  decision person preside whether amendment inadmissible clause shall final ( 3 ) subject provision article 115 116  money shall withdraw Consolidated Fund India expect appropriation make law pass accordance provision article
Article 115 Indian Constitution,supplementary  additional excess grant ( 1 ) President shall ( a ) amount authorise law make accordance provision article 114 expended particular service current financial year find insufficient purpose year need arisendure current financial year supplementary additional expenditure upon new service contemplate annual financial statement year  ( b ) money spend service financial year excess amount grant service year  cause lay Houses Parliament another statement show estimate amount expenditure cause present House People demand excess  case may ( 2 ) provision article 112  113 114 shall effect relation statement expenditure demand also law make authorise appropriation money Consolidated Fund India meet expenditure grant respect demand effect relation annual financial statement expenditure mention therein demand grant law make authorisation appropriation money Consolidated Fund India meet expenditure grant
Article 116 Indian Constitution,vote account  vote credit exceptional grant ( 1 ) notwithstanding anything forego provision chapter  House People shall power ( a ) make grant advance respect estimate expenditure part financial year pende completion procedure prescribe article 113 voting grant pass law accordance provision article 114 relation expenditure  ( b ) make grant meet unexpected demand upon source India account magnitude indefinite character service demand can not stand detail ordinarily give annual financial statement  ( c ) make exceptional grant form part current service financial year  Parliament shall power authorise law withdrawal money Consolidated Fund India purpose say grant make ( 2 ) provision article 113 114 shall effect relation make grant clause ( 1 ) law make clause effect relation make grant regard expenditure mention annual financial statement law make authorisation appropriation money Consolidated Fund India meet expenditure
Article 117 Indian Constitution,special provision financial Bills ( 1 ) Bill amendment make provision matter specify sub clause ( a ) ( f ) clause ( 1 ) article 110 shall introduced move except recommendation President Bill make provision shall introduce Council States  provide recommendation shall require clause move amendment make provision reduction abolition tax ( 2 ) Bill amendment shall deem make provision matter aforesaid reason provide imposition fine pecuniary penalty  demand payment fee licence fee service render  reason provide imposition  abolition  remission  alteration regulation tax local authority body local purpose ( 3 ) bill which  enact bring operation  would involve expenditure consolidate Fund India shall pass either House Parliament unless President recommend House consideration Bill Procedure generally
Article 118 Indian Constitution,rule procedure ( 1 ) House Parliament may make rule regulation  subject provision Constitution  procedure conduct business ( 2 ) rule make clause ( 1 )  rule procedure stand order force immediately commencement Constitution respect Legislature Dominion India shall effect relation Parliament subject modification adaptation may make therein Chairman Council States Speaker House People  case may ( 3 ) President  consultation Chairman Council States Speaker House People  may make rule procedure respect joint sitting of  communication between  two Houses ( 4 ) joint sit two Houses Speaker House People  absence person may determined rule procedure make clause ( 3 )  shall preside
Article 119 Indian Constitution,regulation law procedure Parliament relation financial business Parliament may  purpose timely completion financial business  regulate law procedure of  conduct business in  House Parliament relation financial matter Bill appropriation money consolidated Fund India  and  far provision law make inconsistent rule make House Parliament clause ( 1 ) article 118 rule standing order effect relation Parliament clause ( 2 ) article  provision shall prevail
Article 120 Indian Constitution,language use Parliament ( 1 ) notwithstanding anything Part XVII  subject article 348  business Parliament shall transact Hindi English  provide Chairman Council States Speaker House People  Person act such  case may be  may permit member can not adequately express Hindi English address House mother tongue ( 2 ) unless Parliament Law otherwise provide  article shall  expiration period fifteen year commencement Constitution  effect word English omit therefrom
Article 121 Indian Constitution,restriction discussion Parliament discussion shall take place Parliament respect conduct Judge Supreme Court High Court discharge duty expect upon motion present address President pray removal Judge hereinafter provide
Article 122 Indian Constitution,court inquire proceeding Parliament ( 1 ) validity proceeding Parliament shall call question ground allege irregularity procedure ( 2 ) officer member Parliament power vest Constitution regulate procedure conduct business  maintain order  Parliament shall subject jurisdiction court respect exercise power CHAPTER III legislative POWERS PRESIDENT
Article 123 Indian Constitution,power President promulgate ordinance recess Parliament ( 1 ) time  except Houses Parliament session  President satisfy circumstance exist render necessary take immediate action  may promulgate Ordinance circumstance appear require ( 2 ) ordinance promulgate article shall force effect Act Parliament  every Ordinance ( a ) shall lay House Parliament shall cease operate expiration six week reassemble Parliament  or  expiration period resolution disapprove pass house  upon pass second resolution  ( b ) may withdraw time President Explanation Houses Parliament summon reassemble different date  period six week shall reckon later date purpose clause ( 3 ) far Ordinance article make provision Parliament would Constitution competent enact  shall void CHAPTER IV UNION JUDICIARY
Article 124 Indian Constitution,establishment constitution Supreme Court ( 1 ) shall Supreme Court India constitute Chief Justice India and  Parliament law prescribe large number  seven judge ( 2 ) every Judge Supreme Court shall appoint President warrant hand seal consultation Judges Supreme Court High Courts States President may deem necessary purpose shall hold office attain age sixty five year  provide case appointment Judge chief Justice  chief Justice India shall always consult  ( a ) Judge may  write hand address President  resign office  ( b ) Judge may remove rom office manner provide clause ( 4 ) ( 2A ) age Judge Supreme Court shall determined authority manner Parliament may law provide ( 3 ) person shall qualified appointment Judge Supreme Court unless citizen India ( a ) least five year Judge High Court two Courts succession  ( b ) least ten year advocate High Court two Courts succession  ( c ) be  opinion President  distinguished jurist Explanation clause High Court mean High Court exercise  time commencement Constitution exercise  jurisdiction part territory India Explanation II computing purpose clause period person advocate  period person hold judicial office inferior district judge become advocate shall include ( 4 ) Judge Supreme Court shall remove office except order President pass address House Parliament support majority total membership House majority less two third member House present voting present President session removal ground prove misbehaviour incapacity ( 5 ) Parliament may law regulate procedure presentation address investigation proof misbehaviour incapacity Judge clause ( 4 ) ( 6 ) every person appoint Judge Supreme Court shall  enter upon office  make subscribe President  person appoint behalf he  oath affirmation accord form set purpose Third Schedule ( 7 ) person hold office Judge Supreme Court shall plead act court authority within territory India
Article 125 Indian Constitution,salary  etc  Judges ( 1 ) shall pay Judges Supreme Court salary may determine Parliament law and  provision behalf make  salary specify second Schedule ( 2 ) every Judge shall entitle privilege allowance right respect leave absence pension may time time determine law make Parliament and  determined  privilege  allowance right specify second Schedule  provide neither privilege allowance Judge right respect leave absence pension shall vary disadvantage appointment
Article 126 Indian Constitution,appointment act Chief Justice office Chief Justice India vacant Chief Justice be  reason absence otherwise  unable perform duty office  duty office shall perform one Judges Court President may appoint purpose
Article 127 Indian Constitution,appointment ad hoc Judges ( 1 ) time quorum Judges Supreme Court available hold continue session Court  Chief Justice India may  previous consent President consultation Chief Justice High Court concern  request write attendance sitting Court  ad hoc Judge  period may necessary  Judge High Court duly qualified appointment Judge Supreme Court designate Chief Justice India ( 2 ) shall duty Judge designate  priority duty office  attend sitting Supreme Court time period attendance require  attend shall jurisdiction  power privilege  shall discharge duty  Judge Supreme Court
Article 128 Indian Constitution,attendance retire Judges sitting Supreme Court Notwithstanding anything chapter  Chief Justice India may time  previous consent president  request person hold office Judge Supreme Court Federal Court hold office Judge High Court duly qualified appointment Judge Supreme Court sit act Judge Supreme Court  every person request shall  sit act  entitle allowance President may order determine jurisdiction  power privilege of  shall otherwise deem be  Judge Court  provide nothing article shall deem require person aforesaid sit act Judge Court unless consent
Article 129 Indian Constitution,Supreme Court court record Supreme Court shall court record shall power court include power punish contempt
Article 130 Indian Constitution,Seat Supreme Court Supreme Court shall sit Delhi place place  Chief Justice India may  approval President  time time  appoint
Article 131 Indian Constitution,original jurisdiction Supreme Court Subject provision Constitution  Supreme Court shall  exclusion court  original jurisdiction dispute ( a ) Government India one States  ( b ) Government India State States one side one States other  ( c ) two States  far dispute involve question ( whether law fact ) existence extent legal right depend  provide say jurisdiction shall extend dispute arise treaty  agreement  covenant  engagement  similar instrument which  enter execute commencement Constitution  continue operation commencement  provide say jurisdiction shall extend dispute
Article 132 Indian Constitution,appellate jurisdiction Supreme Court appeal High Courts certain case ( 1 ) appeal shall lie Supreme Court judgment  decree final order High Court territory India  whether civil  criminal proceeding  High Court certifie article 134a case involve substantial question law interpretation Constitution ( 2 ) omit ( 3 ) certificate give  party case may appeal Supreme Court ground question aforesaid wrongly decide Explanation purpose article  expression final order include order declare issue which  decide favour appellant  would sufficient final disposal case
Article 133 Indian Constitution,appellate jurisdiction Supreme Court appeal High Courts regard civil matter ( 1 ) appeal shall lie Supreme Court judgment  decree final order civil proceed High Court territory India High Court certifie article 134a ( a ) case involve substantial question law general importance  ( b ) opinion High Court say question need decide Supreme Court ( 2 ) notwithstanding anything article 132  party appeal Supreme Court clause ( 1 ) may urge one ground appeal substantial question law interpretation Constitution wrongly decide ( 3 ) notwithstanding anything article  appeal shall  unless Parliament law otherwise provide  lie Supreme Court judgment  decree final order one Judge High Court
Article 134 Indian Constitution,appellate jurisdiction Supreme Court regard criminal matter ( 1 ) appeal shall lie Supreme Court judgment  final order sentence criminal proceed High Court territory India High Court appeal reverse order acquittal accuse person sentence death  withdraw trial case court subordinate authority trial convict accuse person sentence death  ( c ) certifie article 134a case fit one appeal Supreme Court  provide appeal sub clause ( c ) shall lie subject provision may make behalf clause ( 1 ) article 145 condition High Court may establish require ( 2 ) Parliament may law confer Supreme Court power entertain hear appeal judgment  final order sentence criminal proceed High Court territory India subject condition limitation may specify law
Article 134A Indian Constitution,certificate appeal Supreme Court every High Court  pass make judgment  decree  final order  sentence  refer clause ( 1 ) article 132 clause ( 1 ) article 133  clause ( 1 ) article 134 ( a ) may  deem fit do  motion  ( b ) shall  oral application make  behalf party aggrieve  immediately pass make judgment  decree  final order sentence  determine  soon may pass making  question whether certificate nature refer clause ( 1 ) article 132  clause ( 1 ) article 133 or  case may be  sub clause ( c ) clause ( 1 ) article 134  may give respect case
Article 135 Indian Constitution,jurisdiction power Federal Court exist law exercisable Supreme Court Parliament law otherwise provide  Supreme Court shall also jurisdiction power respect matter provision article 133 article 134 apply jurisdiction power relation matter exercisable Federal Court immediately commencement Constitution exist law
Article 136 Indian Constitution,special leave appeal Supreme Court ( 1 ) notwithstanding anything chapter  Supreme Court may  discretion  grant special leave appeal judgment  decree  determination  sentence order cause matter pass make court tribunal territory India ( 2 ) nothing clause ( 1 ) shall apply judgment  determination  sentence order pass make court tribunal constitute law relate Armed Forces
Article 137 Indian Constitution,Review judgment order Supreme Court Subject provision law make Parliament rule make article 145  Supreme Court shall power review judgment pronounce order make
Article 138 Indian Constitution,enlargement jurisdiction Supreme Court ( 1 ) Supreme Court shall jurisdiction power respect matter Union List Parliament may law confer ( 2 ) Supreme Court shall jurisdiction  power respect matter Government India Government State may special agreement confer  Parliament law provide exercise jurisdiction power Supreme Court
Article 139 Indian Constitution,Conferment Supreme Court power issue certain writ Parliament may law confer Supreme Court power issue direction  order writ  include writ nature habeas corpus  mandamus  prohibition  quo warranto certiorari  they  purpose mention clause ( 2 ) article 32
Article 139A Indian Constitution,transfer certain case ( 1 ) case involve substantially question law pende Supreme Court one High Courts two High Courts Supreme Court satisfied motion application make Attorney General India party case question substantial question general importance  Supreme Court may withdraw case case pende High Court High Courts dispose case itself  provide Supreme Court may determine say question law return case withdraw together copy judgment question High Court case withdraw  High Court shall receipt thereof  proceed dispose case conformity judgment ( 2 ) Supreme Court may  deem expedient end justice  transfer case  appeal proceeding pende High Court High Court
Article 140 Indian Constitution,ancillary power Supreme Court Parliament may law make provision confer upon Supreme Court supplemental power inconsistent provision Constitution may appear necessary desirable purpose enable Court effectively exercise jurisdiction confer upon Constitution
Article 141 Indian Constitution,Law declare Supreme Court bind court law declare Supreme Court shall bind court within territory India
Article 142 Indian Constitution,enforcement decree order Supreme Court unless discovery  etc ( 1 ) Supreme Court exercise jurisdiction may pass decree make order necessary complete justice cause matter pende it  decree pass order make shall enforceable throughout territory India manner may prescribed law make Parliament and  provision behalf make  manner President may order prescribe ( 2 ) subject provision law make behalf Parliament  Supreme Court shall  respect whole territory India  every power make order purpose secure attendance person  discovery production document  investigation punishment contempt
Article 143 Indian Constitution,power President consult Supreme Court ( 1 ) time appear President question law fact arisen  likely arise  nature public importance expedient obtain opinion Supreme Court upon it  may refer question court consideration Court may  hearing think fit  report President opinion thereon ( 2 ) President may  notwithstanding anything proviso Article 131  refer dispute kind mention say proviso Supreme Court opinion Supreme Court shall  hearing think fit  report President opinion thereon
Article 144 Indian Constitution,civil judicial authority act aid Supreme Court authority  civil judicial  territory India shall act aid Supreme Court
Article 145 Indian Constitution,Rules Court  etc ( 1 ) subject provision law make Parliament Supreme Court may time time  approval President  make rule regulate generally practice procedure Court include ( a ) rule person practise Court  ( b ) rule procedure hearing appeal  matter pertain appeal include time within appeal Court enter  ( c ) rule proceeding Court enforcement right confer Part III  ( cc ) rule proceeding Court Article 139a  ( d ) rule entertainment appeal sub clause ( c ) clause ( 1 ) article 134  ( e ) judgment pronounce order make Court may receive rule condition procedure review include time within application Court review enter  ( f ) rule cost incidental proceeding court fee charge respect proceed therein  ( g ) rule grant bail  ( h ) rule stay proceeding  ( i ) rule provide summary determination appeal appear Court frivolous vexatious bring purpose delay  ( j ) rule procedure inquiry refer clause ( 1 ) article 317 ( 2 ) subject provision clause ( 3 )  rule make article may fix minimum number judge sit purpose  may provide power single Judges Division Courts ( 3 ) minimum number judge sit purpose decide case involve substantial question law interpretation Constitution purpose hearing reference article 143 shall five  provide that  court hearing appeal provision chapter Article 132 consist less five Judges course hear appeal Court satisfied appeal involve substantial question law interpretation Constitution determination necessary disposal appeal  Court shall refer question opinion Court constitute require clause purpose decide case involve question shall receipt opinion dispose appeal conformity opinion ( 4 ) judgment shall deliver Supreme Court save open Court  report shall make article 143 save accordance opinion also deliver open Court ( 5 ) judgment opinion shall deliver Supreme Court save concurrence majority Judges present hearing case  nothing clause shall deem prevent Judge concur deliver dissent judgment opinion
Article 146 Indian Constitution,officer servant expense Supreme Court ( 1 ) appointment officer servant Supreme Court shall make Chief Justice India Judge officer Court may direct  provide President may rule require case may specify rule  person already attach Court shall appoint office connect Court  save consultation Union Public Service Commission ( 2 ) subject provision law make Parliament  condition service officer servant Supreme Court shall may prescribed rule make Chief Justice India Judge officer Court authorise Chief Justice India make rule purpose  provide rule make clause shall  far relate salary  allowance  leave pension  require approval President ( 3 ) administrative expense Supreme Court  include salary  allowance pension payable respect office servant Court  shall charge upon Consolidated Fund India  fee money take court shall form part fund
Article 147 Indian Constitution,interpretation chapter chapter V Part VI reference substantial question law interpretation Constitution shall construe include reference substantial question law interpretation Government India Act  1935 ( include enactment amend supplement Act )  Order Council order make thereunder  Indian Independence Act  1947  order make thereunder chapter v comptroller AUDITOR GENERAL INDIA
Article 148 Indian Constitution,Comptroller Auditor General India ( 1 ) shall Comptroller Auditor General India shall appoint President warrant hand seal shall remove office like manner like ground Judge Supreme Court ( 2 ) every person appoint Comptroller Auditor General India shall  enter upon office  make subscribe President  person appoint behalf he  oath affirmation accord form set purpose Third Schedule ( 3 ) salary condition service Comptroller Auditor General shall may determined Parliament law and  determine  shall specify Second Schedule  provide neither salary Comptroller Auditor General right respect leave absence  pension age retirement shall varied disadvantage appointment ( 4 ) Comptroller Auditor General shall eligible office either Government India Government State cease hold office ( 5 ) subject provision Constitution law make Parliament  condition service person serve indian Audit Accounts Department administrative power Comptroller Auditor General shall may prescribed rule make President consultation Comptroller Auditor General ( 6 ) Administrative expense office Comptroller Auditor General  include salary  allowance pension payable respect pension serve office  shall charge upon Consolidated Fund India
Article 149 Indian Constitution,duty power Comptroller Auditor General Comptroller Auditor General shall perform duty exercise power relation account Union States authority body may prescribed law make Parliament and  provision behalf make  shall perform duty exercise power relation account Union States confer exercisable Auditor General India immediately commencement Constitution relation account Dominion India Provinces respectively
Article 150 Indian Constitution,form account Union States account Union States shall keep form President may  advice Comptroller Auditor General India  prescribe
Article 151 Indian Constitution,Audit report ( 1 ) report Comptroller Auditor General India relate account Union shall submit President  shall cause lay House Parliament ( 2 ) report Comptroller Auditor General India relate account state shall submit Governor State  shall cause lay Legislature State PART VI state CHAPTER GENERAL
Article 152 Indian Constitution,Definition Part  unless context otherwise  require  expression State include State Jammu Kashmir CHAPTER II executive Governor
Article 153 Indian Constitution,Governors state shall Governor State  provide nothing article shall prevent appointment person Governor two state
Article 154 Indian Constitution,executive power State ( 1 ) executive power State shall vest Governor shall exercise either directly officer subordinate accordance Constitution ( 2 ) nothing article shall ( a ) deem transfer Governor function confer exist law authority  ( b ) prevent Parliament Legislature State confer law function authority subordinate Governor
Article 155 Indian Constitution,Appointment Governor Governor State shall appoint President warrant hand seal
Article 156 Indian Constitution,term office Governor ( 1 ) Governor shall hold office pleasure President ( 2 ) Governor may  write hand address President  resign office ( 3 ) subject forego provision article  Governor shall hold term five year date enter upon office ( 4 ) provide Governor shall  notwithstanding expiration term  continue hold office successor enter upon office
Article 157 Indian Constitution,qualification appointment Governor person shall eligible appointment Governor unless citizen India complete age thirty five year
Article 158 Indian Constitution,Conditions Governor office ( 1 ) Governor shall member either House Parliament House Legislature State specify First Schedule  member either House Parliament House Legislature State appoint Governor  shall deem vacate seat House date enter upon office Governor ( 2 ) Governor shall hold office profit ( 3 ) Governor shall entitle without payment rent use official residence shall also entitle emolument  allowance privilege may determine Parliament law and  provision behalf make  emolument  allowance privilege specify second Schedule ( 3A ) person appoint Governor two States  emolument allowance payable Governor shall allocate among States proportion President may order determine ( 4 ) emolument allowance Governor shall diminish term office
Article 159 Indian Constitution,oath affirmation Governor every Governor every person discharge function Governor shall  enter upon office  make subscribe presence chief Justice High Court exercise jurisdiction relation State  or  absence  senior Judge court available  oath affirmation follow form  say swear name God I  b  solemnly affirm faithfully execute office Governor ( or discharge function Governor ) ( name state ) good ability preserve  protect defend Constitution law devote service well people ( name State )
